trade_id,trader_id,trade_date,instrument_type,instrument_symbol,buy_sell_indicator,trade_volume,trade_price,trade_value_usd,counterparty,market,trade_currency,execution_platform,profit_loss_usd,settlement_status,region,value_domain,data_segment,data_domain
TRD100124,TRDR9056,2025-01-09 23:24:06,Bond,BON720,Sell,20765,1964.58,40794503.7,Poole-Acosta,LSE,EUR,Electronic Platform,-21135.06,Pending,North America,Enterprise,Trade Transaction,Trade Data
TRD100125,TRDR3294,2025-07-03 09:32:37,Bond,BON138,Sell,1241,405.97,503808.77,Thomas-Hughes,SSE,CNY,Algorithmic,58191.75,Pending,South America,Enterprise,Trade Transaction,Trade Data
TRD100126,TRDR5514,2025-09-17 18:52:56,FX,FX755,Sell,92652,996.08,92288804.16,"Lawrence, Martin and Ball",LSE,EUR,Dark Pool,64617.01,Settled,South America,Enterprise,Trade Transaction,Trade Data
TRD100127,TRDR8318,2025-09-21 13:13:15,Stock,STO248,Buy,3553,988.06,3510577.18,"Reed, Garcia and Sanchez",SSE,USD,Algorithmic,94096.91,Pending,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100128,TRDR6832,2024-11-07 14:38:29,Bond,BON994,Buy,80897,1989.23,160922739.31,"Hunt, Leon and Craig",SSE,GBP,Dark Pool,96035.55,Pending,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100129,TRDR6141,2025-01-20 22:40:41,Stock,STO798,Buy,3868,258.79,1000999.72,Solis-Price,SSE,GBP,Manual,44250.48,Cancelled,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100130,TRDR4476,2025-10-14 13:46:31,Commodity,COM400,Sell,16491,1419.83,23414416.53,Poole-Acosta,TSX,JPY,Electronic Platform,623.55,Settled,North America,Enterprise,Trade Transaction,Trade Data
TRD100131,TRDR6957,2025-05-14 09:15:45,Derivative,DER278,Sell,29598,1365.75,40423468.5,Hill Ltd,TSX,EUR,Manual,-47343.33,Cancelled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100132,TRDR7082,2025-04-28 13:48:32,ETF,ETF963,Buy,66037,668.81,44166205.97,"Brooks, Molina and Eaton",NYSE,EUR,Electronic Platform,95432.04,Failed,North America,Enterprise,Trade Transaction,Trade Data
TRD100133,TRDR4722,2025-10-03 12:35:57,ETF,ETF612,Buy,89876,1889.04,169779359.04,Silva Inc,NASDAQ,GBP,Electronic Platform,36829.33,Settled,South America,Enterprise,Trade Transaction,Trade Data
TRD100134,TRDR4443,2025-02-14 00:46:03,Bond,BON379,Sell,40640,1835.65,74600816.0,Carter Ltd,SSE,USD,Algorithmic,-28489.73,Failed,South America,Enterprise,Trade Transaction,Trade Data
TRD100135,TRDR3513,2025-03-23 11:46:38,Derivative,DER879,Buy,88398,1688.29,149241459.42,Young PLC,JPX,GBP,Electronic Platform,61572.28,Cancelled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100136,TRDR7440,2025-07-12 08:17:49,Derivative,DER541,Buy,4062,522.2,2121176.4,Stevens-Hernandez,HKEX,GBP,Electronic Platform,-48170.33,Cancelled,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100137,TRDR2944,2025-02-03 11:51:30,ETF,ETF406,Buy,72643,503.69,36589552.67,Martinez Ltd,SSE,EUR,Dark Pool,50051.09,Pending,North America,Enterprise,Trade Transaction,Trade Data
TRD100138,TRDR7667,2025-05-21 06:41:59,Bond,BON479,Buy,7739,1599.98,12382245.22,Mclean Group,NYSE,CNY,Algorithmic,3949.14,Settled,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100139,TRDR7115,2024-11-27 01:25:42,Options,OPT675,Sell,8145,1742.09,14189323.05,Jones-Murphy,NYSE,USD,Manual,48095.35,Pending,South America,Enterprise,Trade Transaction,Trade Data
TRD100140,TRDR8956,2025-07-12 09:13:12,FX,FX743,Sell,66257,1831.12,121324517.84,Howard Ltd,TSX,CNY,Electronic Platform,42009.3,Settled,South America,Enterprise,Trade Transaction,Trade Data
TRD100141,TRDR8252,2025-02-22 16:48:26,Stock,STO564,Sell,83741,1510.68,126505853.88,Pennington-Estrada,TSX,AUD,Algorithmic,-37706.36,Pending,North America,Enterprise,Trade Transaction,Trade Data
TRD100142,TRDR3208,2025-04-21 02:29:49,FX,FX763,Buy,6481,443.48,2874193.88,Frey LLC,JPX,EUR,Electronic Platform,-1831.43,Cancelled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100143,TRDR6116,2025-03-14 13:10:44,FX,FX740,Sell,60412,1060.14,64045177.68,"Brooks, Molina and Eaton",Euronext,AUD,Electronic Platform,82572.46,Pending,Europe,Enterprise,Trade Transaction,Trade Data
TRD100144,TRDR8788,2025-03-12 10:47:18,Options,OPT624,Buy,46054,1916.5,88262491.0,Brown-Buchanan,LSE,CNY,Manual,-18352.11,Failed,North America,Enterprise,Trade Transaction,Trade Data
TRD100145,TRDR7631,2025-07-22 02:46:30,Futures,FUT843,Buy,45106,333.11,15025259.66,Poole-Acosta,TSX,USD,Dark Pool,-29445.48,Failed,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100146,TRDR5622,2025-06-14 21:59:21,Derivative,DER462,Buy,76890,1777.1,136641219.0,Abbott Inc,Euronext,INR,Manual,14893.39,Cancelled,North America,Enterprise,Trade Transaction,Trade Data
TRD100147,TRDR9879,2024-12-03 02:44:04,Futures,FUT221,Sell,17991,1327.72,23887010.52,Romero Ltd,SSE,AUD,Manual,32638.32,Cancelled,South America,Enterprise,Trade Transaction,Trade Data
TRD100148,TRDR1325,2025-08-31 23:05:13,Derivative,DER821,Buy,40411,1948.51,78741237.61,Gutierrez-Monroe,Euronext,INR,Dark Pool,-16803.1,Settled,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100149,TRDR4250,2025-07-17 03:25:03,ETF,ETF513,Sell,82001,1942.16,159259062.16,Alvarez Ltd,TSX,GBP,Manual,70444.11,Settled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100150,TRDR9160,2025-06-17 01:02:02,Bond,BON154,Sell,3388,1336.83,4529180.04,Gardner Ltd,TSX,JPY,Manual,-37937.52,Failed,North America,Enterprise,Trade Transaction,Trade Data
TRD100151,TRDR3290,2024-10-28 01:07:45,Commodity,COM132,Sell,42816,12.36,529205.76,Silva Inc,NYSE,CNY,Algorithmic,29904.95,Cancelled,Europe,Enterprise,Trade Transaction,Trade Data
TRD100152,TRDR6203,2025-09-07 22:22:27,ETF,ETF115,Buy,80272,275.54,22118146.88,Gardner Ltd,HKEX,CNY,Algorithmic,-30707.5,Failed,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100153,TRDR1786,2025-05-07 02:03:04,Options,OPT325,Sell,94842,651.17,61758265.14,"Ayers, Barker and Hill",LSE,GBP,Electronic Platform,-21464.2,Settled,Europe,Enterprise,Trade Transaction,Trade Data
TRD100154,TRDR3037,2025-03-04 18:47:57,Commodity,COM381,Sell,28949,416.78,12065364.22,Howard Ltd,HKEX,JPY,Dark Pool,60532.24,Failed,South America,Enterprise,Trade Transaction,Trade Data
TRD100155,TRDR7748,2024-11-05 20:44:22,Commodity,COM163,Buy,75949,1883.43,143044625.07,Silva Inc,SSE,GBP,Electronic Platform,33600.97,Settled,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100156,TRDR9718,2024-10-24 13:31:43,Bond,BON720,Buy,17603,1837.09,32338295.27,Rice-Ferguson,SSE,EUR,Electronic Platform,41818.53,Cancelled,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100157,TRDR1667,2025-04-28 18:46:00,Commodity,COM477,Sell,80625,798.11,64347618.75,Stevens-Hernandez,NASDAQ,CNY,Algorithmic,16469.26,Failed,North America,Enterprise,Trade Transaction,Trade Data
TRD100158,TRDR4388,2025-04-07 21:02:59,Options,OPT566,Buy,85686,1351.53,115807199.58,Shepherd LLC,NASDAQ,CNY,Electronic Platform,47444.85,Settled,North America,Enterprise,Trade Transaction,Trade Data
TRD100159,TRDR1140,2024-12-03 10:32:33,Futures,FUT941,Buy,64186,1818.97,116752408.42,Carter Ltd,LSE,GBP,Dark Pool,44626.43,Failed,South America,Enterprise,Trade Transaction,Trade Data
TRD100160,TRDR3374,2025-09-27 19:14:34,Derivative,DER704,Buy,16145,871.68,14073273.6,Weber-French,Euronext,GBP,Algorithmic,-48939.17,Failed,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100161,TRDR6328,2025-03-17 05:30:07,ETF,ETF909,Sell,39584,455.37,18025366.08,Colon-Smith,Euronext,JPY,Algorithmic,43763.55,Settled,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100162,TRDR6918,2025-09-07 13:16:33,ETF,ETF928,Buy,10564,81.74,863501.36,Holmes-Davis,Euronext,USD,Algorithmic,70909.35,Failed,South America,Enterprise,Trade Transaction,Trade Data
TRD100163,TRDR9070,2025-07-17 16:28:27,Commodity,COM720,Buy,77170,330.79,25527064.3,Carter Ltd,NYSE,CNY,Dark Pool,13982.15,Cancelled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100164,TRDR2840,2025-03-07 00:25:52,Futures,FUT423,Sell,27897,384.92,10738113.24,Scott-Howard,TSX,JPY,Algorithmic,-27113.26,Settled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100165,TRDR4296,2025-05-30 04:52:27,Derivative,DER614,Buy,17975,1792.21,32214974.75,Carter Ltd,HKEX,INR,Algorithmic,-6216.88,Settled,North America,Enterprise,Trade Transaction,Trade Data
TRD100166,TRDR7124,2025-05-05 13:45:32,Stock,STO701,Sell,33395,1601.4,53478753.0,"Brooks, Molina and Eaton",TSX,JPY,Dark Pool,17255.15,Cancelled,South America,Enterprise,Trade Transaction,Trade Data
TRD100167,TRDR2599,2025-09-20 11:51:19,Derivative,DER103,Buy,80550,982.68,79154874.0,Garcia-Curry,NASDAQ,GBP,Algorithmic,32457.33,Settled,North America,Enterprise,Trade Transaction,Trade Data
TRD100168,TRDR8706,2024-11-07 19:26:45,ETF,ETF406,Sell,23299,1280.63,29837398.37,Thomas-Hughes,SSE,CNY,Dark Pool,97045.7,Failed,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100169,TRDR8526,2025-02-21 06:46:14,Options,OPT886,Buy,47782,679.73,32478858.86,Atkinson-Hall,TSX,AUD,Dark Pool,26796.69,Failed,Europe,Enterprise,Trade Transaction,Trade Data
TRD100170,TRDR3949,2025-07-13 22:27:01,Futures,FUT172,Sell,23989,1245.4,29875900.6,Mclean Group,SSE,EUR,Electronic Platform,52456.16,Cancelled,North America,Enterprise,Trade Transaction,Trade Data
TRD100171,TRDR4210,2025-02-05 13:37:17,ETF,ETF873,Buy,34887,778.41,27156389.67,Williams Ltd,Euronext,AUD,Dark Pool,61881.25,Failed,North America,Enterprise,Trade Transaction,Trade Data
TRD100172,TRDR2393,2024-11-03 14:25:59,Derivative,DER954,Buy,81046,82.29,6669275.34,Pennington-Estrada,NYSE,CNY,Manual,13137.68,Cancelled,South America,Enterprise,Trade Transaction,Trade Data
TRD100173,TRDR8874,2025-02-13 23:31:42,Bond,BON290,Sell,67597,984.74,66565469.78,Romero Ltd,NASDAQ,JPY,Algorithmic,20775.9,Cancelled,North America,Enterprise,Trade Transaction,Trade Data
TRD100174,TRDR6465,2024-12-23 08:04:27,Futures,FUT818,Sell,49490,1690.87,83681156.3,Weber-French,SSE,GBP,Manual,-37932.7,Failed,Europe,Enterprise,Trade Transaction,Trade Data
TRD100175,TRDR8178,2025-07-27 09:14:41,ETF,ETF545,Sell,12313,68.75,846518.75,Holland-Berg,JPX,GBP,Electronic Platform,59304.16,Cancelled,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100176,TRDR6949,2025-05-27 05:25:32,ETF,ETF512,Sell,54721,1935.81,105929459.01,"Lawrence, Martin and Ball",JPX,CNY,Manual,-12887.98,Failed,Europe,Enterprise,Trade Transaction,Trade Data
TRD100177,TRDR3301,2025-01-21 01:35:27,FX,FX514,Sell,99660,191.25,19059975.0,Romero Ltd,LSE,JPY,Electronic Platform,-23685.19,Pending,North America,Enterprise,Trade Transaction,Trade Data
TRD100178,TRDR2660,2025-08-12 17:37:45,Commodity,COM735,Sell,79722,241.86,19281562.92,Romero Ltd,NYSE,JPY,Algorithmic,58674.27,Settled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100179,TRDR3564,2024-12-01 06:49:49,FX,FX744,Buy,14436,969.42,13994547.12,Solis-Price,HKEX,GBP,Electronic Platform,52836.0,Failed,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100180,TRDR4277,2024-11-23 05:14:22,ETF,ETF582,Buy,65664,1202.51,78961616.64,Brown-Buchanan,TSX,EUR,Manual,70835.03,Settled,South America,Enterprise,Trade Transaction,Trade Data
TRD100181,TRDR9343,2024-11-01 17:56:50,Options,OPT334,Buy,63818,1960.18,125094767.24,"Hunt, Leon and Craig",Euronext,USD,Manual,85368.37,Pending,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100182,TRDR7873,2025-03-24 14:14:16,Commodity,COM446,Buy,12212,1500.73,18326914.76,Shepherd LLC,JPX,AUD,Electronic Platform,76618.45,Settled,North America,Enterprise,Trade Transaction,Trade Data
TRD100183,TRDR8927,2024-12-14 00:11:47,Stock,STO367,Buy,87071,1255.22,109293260.62,Evans-Trevino,NYSE,INR,Manual,13172.15,Pending,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100184,TRDR4645,2025-05-14 01:39:50,Stock,STO180,Buy,73224,959.27,70241586.48,Howard Ltd,Euronext,CNY,Manual,25411.69,Cancelled,Europe,Enterprise,Trade Transaction,Trade Data
TRD100185,TRDR3384,2025-05-05 05:20:30,FX,FX289,Sell,40258,1280.28,51541512.24,Rice-Ferguson,NASDAQ,AUD,Algorithmic,59093.16,Settled,South America,Enterprise,Trade Transaction,Trade Data
TRD100186,TRDR9898,2025-05-06 05:17:41,FX,FX756,Buy,55658,1738.92,96784809.36,Shepherd LLC,NYSE,EUR,Algorithmic,79915.32,Failed,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100187,TRDR7213,2025-08-16 11:58:14,FX,FX801,Buy,2819,902.62,2544485.78,"Humphrey, Powers and Garcia",JPX,INR,Electronic Platform,-42249.06,Pending,North America,Enterprise,Trade Transaction,Trade Data
TRD100188,TRDR7783,2025-09-13 23:12:57,Stock,STO888,Buy,30159,644.1,19425411.9,Silva Inc,NYSE,INR,Electronic Platform,4131.76,Settled,South America,Enterprise,Trade Transaction,Trade Data
TRD100189,TRDR5445,2025-06-15 20:31:23,Stock,STO678,Buy,21367,57.83,1235653.61,Brown-Buchanan,SSE,GBP,Manual,-4617.05,Failed,Europe,Enterprise,Trade Transaction,Trade Data
TRD100190,TRDR5819,2024-11-21 02:00:28,Commodity,COM450,Sell,24093,918.28,22124120.04,Holland-Berg,HKEX,CNY,Manual,88746.47,Settled,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100191,TRDR8482,2025-05-12 00:54:52,Futures,FUT448,Sell,158,320.11,50577.38,Silva Inc,NASDAQ,INR,Manual,-14508.25,Pending,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100192,TRDR3192,2025-09-11 14:35:08,Derivative,DER568,Sell,51390,535.68,27528595.2,Wong-Anderson,Euronext,EUR,Dark Pool,40229.48,Settled,Europe,Enterprise,Trade Transaction,Trade Data
TRD100193,TRDR3130,2025-04-24 22:52:43,Futures,FUT582,Buy,65779,71.17,4681491.43,Williams Ltd,Euronext,JPY,Electronic Platform,82758.9,Pending,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100194,TRDR9517,2025-10-08 00:44:10,ETF,ETF604,Buy,66442,1651.78,109747566.76,Romero Ltd,SSE,GBP,Dark Pool,-23933.4,Pending,South America,Enterprise,Trade Transaction,Trade Data
TRD100195,TRDR5835,2025-05-07 12:10:55,Stock,STO607,Buy,67333,1192.91,80322209.03,Stevens-Hernandez,Euronext,AUD,Algorithmic,-33080.44,Failed,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100196,TRDR4064,2025-03-06 12:47:35,Options,OPT916,Sell,75881,1224.28,92899590.68,Holland-Berg,NASDAQ,AUD,Dark Pool,54649.24,Failed,North America,Enterprise,Trade Transaction,Trade Data
TRD100197,TRDR3698,2025-06-05 21:43:44,FX,FX868,Sell,41777,475.3,19856608.1,Taylor and Sons,HKEX,AUD,Dark Pool,53571.0,Settled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100198,TRDR3480,2025-09-27 05:47:42,Options,OPT980,Sell,99017,351.5,34804475.5,Brown-Buchanan,NASDAQ,GBP,Manual,30152.8,Pending,South America,Enterprise,Trade Transaction,Trade Data
TRD100199,TRDR7860,2025-09-15 13:57:15,Options,OPT179,Buy,68836,1717.86,118250610.96,Abbott Inc,LSE,GBP,Algorithmic,94111.96,Pending,Europe,Enterprise,Trade Transaction,Trade Data
TRD100200,TRDR9704,2025-05-14 09:44:05,Options,OPT229,Sell,29046,269.91,7839805.86,Evans-Trevino,Euronext,INR,Electronic Platform,-21032.64,Cancelled,Europe,Enterprise,Trade Transaction,Trade Data
TRD100201,TRDR2253,2025-09-27 08:58:58,Bond,BON239,Sell,22132,1060.25,23465453.0,Alvarez Ltd,SSE,CNY,Electronic Platform,3395.36,Cancelled,Europe,Enterprise,Trade Transaction,Trade Data
TRD100202,TRDR9967,2025-07-12 12:57:55,Commodity,COM350,Sell,90457,380.32,34402606.24,Barber-Wilson,LSE,GBP,Electronic Platform,24695.16,Pending,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100203,TRDR8538,2025-02-07 20:40:27,FX,FX635,Sell,44716,147.58,6599187.28,Weber-French,HKEX,EUR,Manual,-19001.14,Settled,South America,Enterprise,Trade Transaction,Trade Data
TRD100204,TRDR9460,2025-01-15 21:15:44,Derivative,DER573,Sell,99745,718.93,71709672.85,"Ayers, Barker and Hill",JPX,GBP,Dark Pool,37632.41,Pending,North America,Enterprise,Trade Transaction,Trade Data
TRD100205,TRDR9579,2024-11-26 08:29:33,Futures,FUT134,Buy,15906,1800.93,28645592.58,Cross PLC,SSE,JPY,Electronic Platform,45514.58,Settled,South America,Enterprise,Trade Transaction,Trade Data
TRD100206,TRDR5171,2024-11-08 08:17:12,Stock,STO543,Buy,61625,1816.0,111911000.0,Taylor and Sons,JPX,INR,Dark Pool,4767.66,Failed,North America,Enterprise,Trade Transaction,Trade Data
TRD100207,TRDR2676,2024-12-09 17:27:08,Stock,STO724,Buy,92807,306.14,28411934.98,Evans-Trevino,SSE,EUR,Electronic Platform,11459.79,Failed,South America,Enterprise,Trade Transaction,Trade Data
TRD100208,TRDR5107,2025-02-21 13:18:38,Futures,FUT986,Sell,95655,1964.86,187948683.3,Abbott Inc,TSX,AUD,Dark Pool,-1835.71,Cancelled,North America,Enterprise,Trade Transaction,Trade Data
TRD100209,TRDR1106,2025-09-15 06:13:54,Derivative,DER572,Buy,25791,997.35,25722653.85,Holmes-Davis,SSE,EUR,Manual,86795.97,Failed,North America,Enterprise,Trade Transaction,Trade Data
TRD100210,TRDR3830,2025-10-04 17:55:23,Options,OPT291,Sell,46460,851.54,39562548.4,Kelley LLC,NYSE,AUD,Manual,79338.1,Cancelled,North America,Enterprise,Trade Transaction,Trade Data
TRD100211,TRDR6722,2025-01-17 11:13:41,FX,FX225,Buy,69828,1724.63,120427463.64,Wong-Anderson,JPX,USD,Manual,-15925.01,Settled,South America,Enterprise,Trade Transaction,Trade Data
TRD100212,TRDR2365,2025-01-26 08:56:22,ETF,ETF522,Sell,36057,893.15,32204309.55,Evans-Trevino,NASDAQ,AUD,Dark Pool,19103.68,Settled,Europe,Enterprise,Trade Transaction,Trade Data
TRD100213,TRDR3237,2025-05-03 19:23:31,Stock,STO170,Sell,69061,468.63,32364056.43,Gutierrez-Monroe,SSE,GBP,Manual,30196.42,Pending,Europe,Enterprise,Trade Transaction,Trade Data
TRD100214,TRDR7096,2025-02-09 23:19:18,ETF,ETF557,Buy,57020,407.42,23231088.4,Young PLC,Euronext,JPY,Manual,-17860.92,Settled,South America,Enterprise,Trade Transaction,Trade Data
TRD100215,TRDR9065,2025-03-08 09:40:30,Bond,BON653,Buy,75966,206.17,15661910.22,Romero Ltd,Euronext,INR,Electronic Platform,-45999.0,Settled,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100216,TRDR3762,2025-07-06 02:17:55,Options,OPT372,Buy,98244,353.82,34760692.08,Wong-Anderson,Euronext,AUD,Algorithmic,83982.2,Settled,South America,Enterprise,Trade Transaction,Trade Data
TRD100217,TRDR2136,2025-08-19 14:19:22,ETF,ETF515,Sell,54667,1846.2,100926215.4,Wong-Anderson,JPX,CNY,Electronic Platform,-15345.72,Cancelled,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100218,TRDR1084,2024-12-16 05:15:00,Bond,BON438,Sell,8467,1678.56,14212367.52,Evans-Trevino,JPX,INR,Dark Pool,33727.01,Settled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100219,TRDR4600,2024-12-13 19:33:17,Futures,FUT391,Buy,34452,1890.84,65143219.68,Shepherd LLC,SSE,AUD,Algorithmic,93867.54,Pending,Europe,Enterprise,Trade Transaction,Trade Data
TRD100220,TRDR3672,2025-09-17 11:05:07,Futures,FUT573,Buy,17848,82.34,1469604.32,Holmes-Davis,SSE,INR,Algorithmic,89781.59,Failed,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100221,TRDR4360,2025-04-16 02:05:37,FX,FX650,Sell,37797,1194.69,45155697.93,Smith-Wallace,NASDAQ,JPY,Dark Pool,25814.17,Cancelled,North America,Enterprise,Trade Transaction,Trade Data
TRD100222,TRDR2190,2025-09-23 10:16:19,FX,FX956,Sell,87920,1793.0,157640560.0,Rice-Ferguson,NYSE,USD,Electronic Platform,-2891.89,Pending,North America,Enterprise,Trade Transaction,Trade Data
TRD100223,TRDR5571,2025-02-04 06:24:25,ETF,ETF884,Sell,60292,1958.14,118060176.88,Mclean Group,JPX,CNY,Manual,9916.16,Settled,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100224,TRDR6141,2025-04-20 02:11:32,Bond,BON793,Sell,85099,1596.85,135890338.15,Kelley LLC,JPX,JPY,Algorithmic,42288.04,Failed,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100225,TRDR4806,2025-01-23 03:34:17,Derivative,DER984,Buy,21188,608.11,12884634.68,Poole-Acosta,NASDAQ,EUR,Electronic Platform,39481.88,Pending,South America,Enterprise,Trade Transaction,Trade Data
TRD100226,TRDR2589,2024-11-15 13:17:49,Bond,BON198,Buy,53307,602.86,32136658.02,Smith-Wallace,Euronext,AUD,Electronic Platform,-31390.61,Settled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100227,TRDR2693,2024-11-27 06:56:38,Bond,BON364,Buy,48540,677.91,32905751.4,Miller LLC,HKEX,GBP,Manual,15310.93,Settled,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100228,TRDR7611,2025-08-16 12:03:16,Futures,FUT720,Buy,47917,798.25,38249745.25,Gardner Ltd,LSE,JPY,Dark Pool,12950.87,Settled,South America,Enterprise,Trade Transaction,Trade Data
TRD100229,TRDR6915,2025-09-10 05:44:21,Bond,BON456,Sell,89672,1525.66,136808983.52,West PLC,NYSE,INR,Manual,84478.37,Pending,South America,Enterprise,Trade Transaction,Trade Data
TRD100230,TRDR4983,2025-03-07 22:02:11,Bond,BON161,Buy,79759,642.44,51240371.96,Shepherd LLC,NASDAQ,USD,Dark Pool,39253.03,Cancelled,South America,Enterprise,Trade Transaction,Trade Data
TRD100231,TRDR6581,2024-12-07 03:17:13,Derivative,DER672,Buy,80060,1972.67,157931960.2,West PLC,Euronext,GBP,Algorithmic,31099.2,Settled,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100232,TRDR5553,2024-11-16 10:47:32,ETF,ETF399,Buy,99358,582.4,57866099.2,Scott-Howard,Euronext,EUR,Manual,68467.48,Cancelled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100233,TRDR8641,2025-02-06 01:51:32,FX,FX707,Sell,21408,1435.51,30731398.08,Evans-Trevino,NYSE,INR,Electronic Platform,-1351.06,Failed,Europe,Enterprise,Trade Transaction,Trade Data
TRD100234,TRDR4370,2025-01-31 12:25:48,ETF,ETF638,Sell,50543,242.14,12238482.02,Wong-Anderson,NASDAQ,AUD,Manual,48000.31,Pending,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100235,TRDR9635,2024-11-09 10:55:25,Bond,BON591,Buy,54306,1158.65,62921646.9,Barber-Wilson,NASDAQ,CNY,Algorithmic,-17900.76,Pending,North America,Enterprise,Trade Transaction,Trade Data
TRD100236,TRDR8864,2025-08-21 02:57:17,Options,OPT985,Sell,62900,1393.79,87669391.0,Gardner Ltd,TSX,AUD,Dark Pool,49082.54,Cancelled,South America,Enterprise,Trade Transaction,Trade Data
TRD100237,TRDR5612,2025-06-23 23:17:41,ETF,ETF140,Buy,35208,1620.33,57048578.64,Rice-Ferguson,LSE,CNY,Dark Pool,50208.64,Failed,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100238,TRDR5621,2025-03-16 21:27:19,Options,OPT559,Sell,78750,567.58,44696925.0,Holland-Berg,JPX,EUR,Manual,50753.58,Settled,South America,Enterprise,Trade Transaction,Trade Data
TRD100239,TRDR9936,2025-09-20 08:15:11,Derivative,DER154,Sell,43407,1027.52,44601560.64,Jones-Murphy,HKEX,INR,Manual,41362.78,Settled,Europe,Enterprise,Trade Transaction,Trade Data
TRD100240,TRDR2926,2025-04-15 05:57:41,Derivative,DER340,Buy,99795,1407.55,140466452.25,Thomas-Hughes,Euronext,JPY,Dark Pool,16444.27,Settled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100241,TRDR4042,2024-11-25 15:09:36,ETF,ETF108,Buy,54746,82.65,4524756.9,Brown-Buchanan,TSX,JPY,Dark Pool,65969.9,Cancelled,Europe,Enterprise,Trade Transaction,Trade Data
TRD100242,TRDR4616,2025-05-28 05:24:11,Stock,STO143,Buy,78098,1056.7,82526156.6,Atkinson-Hall,NASDAQ,USD,Electronic Platform,74336.21,Failed,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100243,TRDR8633,2024-11-10 00:21:04,ETF,ETF748,Buy,24597,644.24,15846371.28,Smith-Wallace,NASDAQ,USD,Algorithmic,10307.12,Failed,South America,Enterprise,Trade Transaction,Trade Data
TRD100244,TRDR9512,2025-01-20 11:17:25,FX,FX720,Sell,27688,542.44,15019078.72,Rice-Ferguson,JPX,INR,Manual,-41120.79,Pending,South America,Enterprise,Trade Transaction,Trade Data
TRD100245,TRDR7360,2025-06-11 14:18:38,FX,FX420,Buy,40185,1587.35,63787659.75,West PLC,HKEX,CNY,Manual,-36298.01,Settled,Europe,Enterprise,Trade Transaction,Trade Data
TRD100246,TRDR7727,2024-12-23 06:10:05,Options,OPT926,Sell,2111,887.19,1872858.09,Floyd-Marshall,Euronext,CNY,Algorithmic,-43475.93,Pending,North America,Enterprise,Trade Transaction,Trade Data
TRD100247,TRDR9812,2025-04-21 08:43:43,ETF,ETF279,Buy,83573,645.48,53944700.04,Hall LLC,HKEX,AUD,Electronic Platform,68205.22,Failed,Europe,Enterprise,Trade Transaction,Trade Data
TRD100248,TRDR2716,2025-06-25 13:57:22,ETF,ETF757,Buy,30776,856.88,26371338.88,Martinez Ltd,TSX,CNY,Algorithmic,-49579.6,Failed,North America,Enterprise,Trade Transaction,Trade Data
TRD100249,TRDR2611,2024-11-28 06:24:49,Futures,FUT436,Sell,73078,1735.47,126824676.66,Carter Ltd,JPX,AUD,Manual,24953.16,Settled,North America,Enterprise,Trade Transaction,Trade Data
