application_id,organization_id,organization_name,industry_sector,region,application_date,loan_amount_requested_usd,loan_amount_approved_usd,loan_purpose,tenure_years,interest_rate_percent,collateral_value_usd,credit_score,risk_category,financial_health_score,annual_revenue_usd,net_profit_margin_percent,decision_status,relationship_manager_id,value_domain,data_segment,data_domain
APP100119,ORG29824,Camacho-Hodge,Telecommunications,West,2024-12-31,40233030.9,27088428.637745522,Business Expansion,7,9.97,26278639.72,315,Critical,5.14,72869762.56,-4.15,Approved,RM7983,Risk,Origination Data,Origination Data
APP100120,ORG28946,Herring-Barnett,Real Estate,Central,2025-06-21,48781056.82,34198228.36063928,R&D Investment,11,6.44,38399517.32,891,Low,1.86,27707168.26,37.79,Pending,RM2264,Risk,Origination Data,Origination Data
APP100121,ORG20982,"Pham, Meyers and Goodwin",Hospitality,South,2024-05-10,39146933.76,33000648.804295305,Working Capital,10,13.49,35024012.4,766,Low,5.42,59929912.13,35.16,Rejected,RM3029,Risk,Origination Data,Origination Data
APP100122,ORG28633,Tran LLC,Healthcare,Central,2024-05-16,9123362.9,7668824.087836456,Business Expansion,9,12.6,11781157.47,479,High,5.41,71997404.27,21.02,Pending,RM9399,Risk,Origination Data,Origination Data
APP100123,ORG22813,Braun PLC,Real Estate,North,2024-03-17,5271662.3,5186298.277888607,R&D Investment,14,13.91,7101159.34,386,Critical,3.41,15145799.84,-0.94,Pending,RM1465,Risk,Origination Data,Origination Data
APP100124,ORG22328,Smith Inc,IT Services,West,2025-01-28,16954861.22,15619898.427185845,Working Capital,14,11.33,10105136.41,779,Low,3.58,59493755.34,32.07,Rejected,RM2167,Risk,Origination Data,Origination Data
APP100125,ORG20532,Gay Ltd,Hospitality,North,2024-07-30,5074013.02,4645793.055806115,Infrastructure Development,10,11.75,3108561.01,554,High,5.53,10856870.28,18.86,Approved,RM7698,Risk,Origination Data,Origination Data
APP100126,ORG28407,Wells and Sons,Manufacturing,Central,2025-10-16,40361694.82,36030143.89368531,Working Capital,11,5.9,52341242.92,821,Low,5.86,43039494.39,-2.34,Rejected,RM8376,Risk,Origination Data,Origination Data
APP100127,ORG25020,White Inc,Telecommunications,South,2025-06-15,10499986.18,9539219.49337227,Working Capital,3,7.48,11030602.85,557,High,4.78,18708473.39,25.97,Rejected,RM8131,Risk,Origination Data,Origination Data
APP100128,ORG22724,Sanders PLC,Manufacturing,West,2025-07-11,21428259.04,19765139.94525422,Infrastructure Development,14,8.53,25297768.35,528,High,8.73,92372020.58,8.36,Rejected,RM9185,Risk,Origination Data,Origination Data
APP100129,ORG21505,Cabrera Inc,Retail,North,2024-03-21,8996304.56,5746434.307814581,R&D Investment,10,5.81,8031822.45,667,Medium,3.44,38260139.36,17.72,Rejected,RM8251,Risk,Origination Data,Origination Data
APP100130,ORG27944,Ramirez-Krueger,Real Estate,East,2025-09-15,35725759.38,30226378.284733865,R&D Investment,6,7.61,19031008.53,544,High,4.08,79613910.65,3.78,Rejected,RM4079,Risk,Origination Data,Origination Data
APP100131,ORG28264,Proctor-King,Transport,South,2024-02-15,9766804.1,8683379.017574582,Debt Refinancing,5,11.58,6639494.83,849,Low,2.28,81101316.18,11.66,Pending,RM6362,Risk,Origination Data,Origination Data
APP100132,ORG24761,Smith PLC,Retail,North,2024-10-14,41565887.13,40010200.34412859,Equipment Purchase,2,4.68,37043775.87,450,Critical,8.21,4585565.17,14.48,Rejected,RM5021,Risk,Origination Data,Origination Data
APP100133,ORG27689,Wilkins Inc,Real Estate,Central,2024-01-10,49836778.77,43154610.87891152,R&D Investment,15,5.4,37425517.89,676,Medium,9.5,11913642.85,36.92,Approved,RM1562,Risk,Origination Data,Origination Data
APP100134,ORG21852,Henderson and Sons,Telecommunications,Central,2024-12-04,48971119.1,48045435.738926284,Debt Refinancing,6,11.58,57224739.82,471,High,7.54,54731748.4,5.9,Pending,RM9394,Risk,Origination Data,Origination Data
APP100135,ORG21185,"Blackburn, Ayala and Webb",Transport,West,2025-06-03,779446.96,473856.4737011861,Working Capital,13,12.94,1074830.35,663,Medium,2.14,79645180.93,12.83,Rejected,RM8190,Risk,Origination Data,Origination Data
APP100136,ORG20339,"Ramos, Berry and Gregory",Healthcare,East,2024-09-06,21847518.13,21436027.287862416,Equipment Purchase,2,12.39,25504095.29,746,Medium,8.46,5184219.38,25.47,Pending,RM8032,Risk,Origination Data,Origination Data
APP100137,ORG20752,"Watson, Wilson and Williams",IT Services,North,2024-02-02,3996666.65,3673366.634055309,Debt Refinancing,11,10.04,5725942.96,883,Low,4.44,79133148.39,10.88,Approved,RM1308,Risk,Origination Data,Origination Data
APP100138,ORG29841,"Castaneda, Munoz and Richmond",Hospitality,North,2023-10-27,27274877.69,21257447.711528044,R&D Investment,7,8.02,22205727.92,756,Low,9.57,45212479.9,24.97,Approved,RM7628,Risk,Origination Data,Origination Data
APP100139,ORG27952,Robertson-Sanchez,Finance,Central,2025-05-02,18377087.68,12222927.479183761,Equipment Purchase,15,8.66,23894949.92,663,Medium,4.76,11314098.4,2.39,Approved,RM1607,Risk,Origination Data,Origination Data
APP100140,ORG25040,Williams PLC,Healthcare,South,2025-09-24,12062473.86,9729509.02188707,Working Capital,1,13.89,10198167.1,370,Critical,1.08,51953830.41,4.5,Approved,RM3582,Risk,Origination Data,Origination Data
APP100141,ORG20972,Brown-Davis,Real Estate,East,2025-10-07,36277162.15,27892929.538751215,Infrastructure Development,4,5.97,23312329.84,320,Critical,4.42,3494438.08,0.52,Pending,RM7987,Risk,Origination Data,Origination Data
APP100142,ORG26322,"Rice, White and Lara",Hospitality,North,2025-07-30,34030804.11,26133794.066781238,Equipment Purchase,15,13.37,50961542.15,305,Critical,2.12,83587766.7,-9.41,Pending,RM2616,Risk,Origination Data,Origination Data
APP100143,ORG22795,Newman Ltd,Telecommunications,Central,2025-08-19,44678741.58,37566934.29807647,Debt Refinancing,5,5.7,47790468.48,609,Medium,9.1,12352911.59,-4.3,Approved,RM2610,Risk,Origination Data,Origination Data
APP100144,ORG26090,"Brown, Johnson and Moore",Construction,South,2025-08-29,3943685.34,2816739.917112271,Infrastructure Development,4,7.73,4054395.5,607,Medium,7.1,1012646.57,37.26,Approved,RM8373,Risk,Origination Data,Origination Data
APP100145,ORG27118,Santos-Jones,Finance,South,2025-07-25,28467055.63,21532587.889258496,R&D Investment,5,5.34,16981764.86,561,High,8.02,76700468.03,33.28,Rejected,RM8420,Risk,Origination Data,Origination Data
APP100146,ORG28034,Sparks and Sons,Hospitality,Central,2025-01-02,19082705.41,15212953.049131546,Working Capital,4,14.22,20799813.62,645,Medium,4.15,98727824.28,2.23,Approved,RM5092,Risk,Origination Data,Origination Data
APP100147,ORG25338,Hutchinson PLC,Finance,South,2025-05-05,7672546.4,4749905.310832108,Business Expansion,14,5.97,4576932.53,670,Medium,4.55,76052459.45,25.29,Pending,RM1923,Risk,Origination Data,Origination Data
APP100148,ORG20880,Bowman PLC,Hospitality,North,2024-06-30,12076264.6,11529080.89057681,Business Expansion,10,5.78,16683782.99,679,Medium,3.66,80291940.34,34.11,Approved,RM2457,Risk,Origination Data,Origination Data
APP100149,ORG29254,Stephenson Group,Healthcare,North,2025-04-04,20390569.22,14334725.264334671,Working Capital,1,5.34,26688814.13,835,Low,5.14,21642349.27,23.67,Rejected,RM2543,Risk,Origination Data,Origination Data
APP100150,ORG26473,Ramirez Inc,Retail,Central,2024-09-10,21582413.91,14685044.48832554,Working Capital,13,13.45,14651689.34,438,Critical,6.74,93871180.67,13.2,Rejected,RM9874,Risk,Origination Data,Origination Data
APP100151,ORG25480,Hernandez and Sons,Hospitality,South,2024-05-30,37252376.08,26256510.210095312,R&D Investment,13,7.63,47220073.7,550,High,3.56,31749185.44,16.31,Approved,RM5369,Risk,Origination Data,Origination Data
APP100152,ORG24874,"Calhoun, Trujillo and Herrera",Telecommunications,South,2025-04-18,3148879.18,2317740.519012574,Business Expansion,8,8.79,3388491.84,730,Medium,7.99,36754278.89,-5.53,Pending,RM7783,Risk,Origination Data,Origination Data
APP100153,ORG28639,Kennedy PLC,Manufacturing,West,2024-04-12,15923405.11,11119864.221866958,Equipment Purchase,14,4.89,16145407.27,481,High,9.86,34460642.31,-4.04,Pending,RM4219,Risk,Origination Data,Origination Data
APP100154,ORG22706,"Anderson, Paul and Young",Construction,South,2024-12-11,29329822.34,23930682.244887155,Business Expansion,2,12.72,35024565.88,863,Low,8.36,23613155.66,-7.34,Approved,RM3261,Risk,Origination Data,Origination Data
APP100155,ORG29586,"Murray, Oconnor and Martin",Telecommunications,West,2025-08-04,24227878.7,20157877.180804778,Infrastructure Development,11,8.7,29439623.36,873,Low,7.99,14680061.46,24.08,Approved,RM4293,Risk,Origination Data,Origination Data
APP100156,ORG25181,"Dennis, Jones and Brennan",Hospitality,East,2024-11-15,38648627.01,30904730.744903367,Infrastructure Development,5,6.15,48710499.4,669,Medium,8.8,19927275.77,12.63,Pending,RM9665,Risk,Origination Data,Origination Data
APP100157,ORG29596,Kim LLC,Telecommunications,North,2025-01-26,9202667.09,8612366.579820331,Debt Refinancing,5,10.65,5512383.26,339,Critical,4.46,27947868.53,9.57,Pending,RM3430,Risk,Origination Data,Origination Data
APP100158,ORG24259,Coleman-Smith,Telecommunications,Central,2025-09-13,39894154.7,32548093.766200803,Business Expansion,5,8.27,44271798.97,690,Medium,6.92,2923311.08,-3.91,Rejected,RM1306,Risk,Origination Data,Origination Data
APP100159,ORG22185,Jimenez-Cross,Manufacturing,North,2024-03-09,39172471.29,26219736.575224284,Debt Refinancing,1,8.13,44740040.11,388,Critical,1.96,38861740.04,29.68,Approved,RM6299,Risk,Origination Data,Origination Data
APP100160,ORG26258,Roberts-Miller,Transport,North,2025-07-29,4889676.06,0.0,Debt Refinancing,2,8.11,6609853.83,451,High,7.76,84559704.77,10.82,Pending,RM7742,Risk,Origination Data,Origination Data
APP100161,ORG28168,Smith-Phillips,Transport,Central,2024-10-19,8704518.92,5235314.502590192,Working Capital,14,9.59,5678962.45,655,Medium,5.16,12322353.09,8.85,Approved,RM8351,Risk,Origination Data,Origination Data
APP100162,ORG24226,Lopez-Edwards,IT Services,East,2024-10-06,41067823.55,40207823.45146384,Debt Refinancing,8,9.25,41419150.84,444,Critical,7.09,78136618.19,31.19,Rejected,RM5652,Risk,Origination Data,Origination Data
APP100163,ORG24366,"Diaz, Velasquez and Scott",Hospitality,South,2025-01-13,35835559.45,32504462.81962788,Equipment Purchase,11,10.2,31502852.75,504,High,5.83,50333104.48,17.59,Pending,RM5573,Risk,Origination Data,Origination Data
APP100164,ORG26691,Cruz Inc,IT Services,South,2023-10-26,34120237.3,27254518.54918546,Business Expansion,1,12.05,20349566.6,583,High,6.67,90337655.08,27.51,Approved,RM8169,Risk,Origination Data,Origination Data
APP100165,ORG27150,Meyer LLC,IT Services,East,2025-02-09,15574867.25,12688152.070505448,Infrastructure Development,15,13.34,13196764.21,559,High,4.96,73118144.2,-5.56,Rejected,RM3055,Risk,Origination Data,Origination Data
APP100166,ORG21189,"Munoz, Dyer and Stein",IT Services,East,2025-06-15,36070862.95,28564969.98418973,R&D Investment,9,6.6,44993071.35,835,Low,9.93,84045185.09,-2.44,Approved,RM7000,Risk,Origination Data,Origination Data
APP100167,ORG29806,"Clark, Johnson and Roberts",Healthcare,West,2024-07-11,23110720.87,21894979.38770367,R&D Investment,10,11.84,32077362.04,487,High,7.99,28799961.11,19.3,Rejected,RM3386,Risk,Origination Data,Origination Data
APP100168,ORG28306,Sanchez PLC,Retail,East,2025-06-06,18243378.25,13765755.013143579,R&D Investment,10,12.45,16870159.55,737,Medium,5.85,48777145.16,33.77,Approved,RM8167,Risk,Origination Data,Origination Data
APP100169,ORG24331,Graham-Lang,Construction,North,2024-09-12,26851920.27,24968731.52868395,Working Capital,3,12.42,25975822.31,749,Medium,5.76,93683305.02,13.12,Pending,RM4359,Risk,Origination Data,Origination Data
APP100170,ORG25029,"Martin, Byrd and Mathews",Healthcare,East,2024-08-20,12413509.99,0.0,Equipment Purchase,11,12.03,16140481.18,457,High,3.94,11877205.82,38.66,Pending,RM3112,Risk,Origination Data,Origination Data
APP100171,ORG23435,Harrington PLC,Manufacturing,South,2023-12-01,2826450.54,2647339.8718558466,R&D Investment,13,11.78,3053344.4,891,Low,2.71,93765949.45,23.07,Pending,RM2451,Risk,Origination Data,Origination Data
APP100172,ORG29783,White PLC,Construction,North,2024-10-09,35968676.5,0.0,Infrastructure Development,8,6.85,29790503.3,821,Low,9.43,34754357.48,24.49,Approved,RM4216,Risk,Origination Data,Origination Data
APP100173,ORG28453,Sosa Inc,Finance,South,2024-09-21,20221202.52,14100216.111535136,R&D Investment,15,5.4,13975871.65,620,Medium,2.03,7741577.31,36.36,Approved,RM9977,Risk,Origination Data,Origination Data
APP100174,ORG24278,Meyer and Sons,Manufacturing,Central,2025-06-15,29711316.41,29476282.14389873,R&D Investment,7,9.95,29936962.12,676,Medium,1.29,14707515.9,29.58,Rejected,RM7564,Risk,Origination Data,Origination Data
APP100175,ORG27410,Barry-Mills,Healthcare,North,2024-10-15,49495491.22,47374369.03623064,Working Capital,10,7.02,29629180.13,523,High,5.41,14137557.76,30.69,Rejected,RM3017,Risk,Origination Data,Origination Data
APP100176,ORG21810,Kelly Ltd,Real Estate,East,2025-08-15,47122839.87,30573434.319628585,Working Capital,11,6.64,52003483.19,611,Medium,6.28,82883393.23,20.39,Pending,RM7163,Risk,Origination Data,Origination Data
APP100177,ORG27995,Huang LLC,Telecommunications,North,2025-07-24,13048121.32,9133169.649606995,Business Expansion,1,8.75,16647129.64,628,Medium,9.88,1322631.35,19.32,Pending,RM5411,Risk,Origination Data,Origination Data
APP100178,ORG25442,Butler and Sons,Finance,North,2024-01-07,47780280.82,31590319.509568725,Equipment Purchase,3,6.68,37150946.46,870,Low,7.33,18720330.89,-5.06,Approved,RM7908,Risk,Origination Data,Origination Data
APP100179,ORG22335,"Martinez, Clark and Roberts",Construction,Central,2024-06-18,37589866.35,31671860.58078706,Working Capital,4,7.11,52339177.13,730,Medium,3.54,19903487.55,-8.9,Pending,RM3612,Risk,Origination Data,Origination Data
APP100180,ORG26282,"Johnson, Turner and Wilson",IT Services,Central,2025-09-06,21692535.34,17070911.546350006,Infrastructure Development,2,9.04,21418225.11,896,Low,8.52,22758139.0,1.1,Approved,RM5163,Risk,Origination Data,Origination Data
APP100181,ORG22544,"Lawrence, Ibarra and Potter",Hospitality,Central,2024-11-29,28029629.62,17930469.392548423,R&D Investment,1,10.51,37332192.81,595,High,9.75,10512205.78,21.79,Pending,RM7669,Risk,Origination Data,Origination Data
APP100182,ORG23603,Schaefer Inc,Transport,North,2025-08-06,10986085.64,10070532.111074595,Equipment Purchase,11,9.93,7338835.71,735,Medium,9.19,7428200.67,30.13,Rejected,RM7032,Risk,Origination Data,Origination Data
APP100183,ORG28618,Ford PLC,IT Services,South,2024-09-28,11284349.87,8672708.79738387,Debt Refinancing,10,6.27,10575735.63,369,Critical,4.75,67757033.13,23.02,Rejected,RM6107,Risk,Origination Data,Origination Data
APP100184,ORG26993,Moore-Mendoza,Real Estate,North,2025-07-14,18364852.33,13744858.519655833,R&D Investment,3,14.34,22638520.06,368,Critical,3.02,12033196.54,30.61,Pending,RM8202,Risk,Origination Data,Origination Data
APP100185,ORG21072,Jones-Mccall,IT Services,Central,2025-08-02,10661904.1,9514492.33230985,Equipment Purchase,10,13.71,10871936.7,357,Critical,7.52,77184685.17,26.57,Rejected,RM4188,Risk,Origination Data,Origination Data
APP100186,ORG25466,"Stevens, Abbott and Simmons",IT Services,North,2024-05-31,38420515.84,23652763.435336098,Equipment Purchase,7,10.28,31255445.62,716,Medium,5.63,64871672.72,38.24,Pending,RM7474,Risk,Origination Data,Origination Data
APP100187,ORG24219,"Lewis, Simpson and Rocha",IT Services,West,2024-03-03,21627617.76,13727323.805081634,Infrastructure Development,11,7.09,13569890.04,571,High,7.42,46786755.33,-6.54,Rejected,RM4473,Risk,Origination Data,Origination Data
APP100188,ORG23817,Bates-Nelson,Construction,Central,2024-05-29,38323401.54,23390036.49085035,R&D Investment,8,10.09,41154436.98,491,High,7.15,28771061.28,11.75,Approved,RM7378,Risk,Origination Data,Origination Data
APP100189,ORG28848,Garcia-Powers,Finance,East,2023-11-14,24251312.21,20574018.733663045,Working Capital,15,7.08,23738097.59,477,High,6.91,71998518.76,-5.44,Approved,RM5569,Risk,Origination Data,Origination Data
APP100190,ORG27316,Padilla-Schultz,Real Estate,East,2025-04-26,29408589.32,18498052.107797686,Business Expansion,12,7.82,41071545.64,860,Low,3.14,57865651.01,38.61,Pending,RM3291,Risk,Origination Data,Origination Data
APP100191,ORG29573,Perez and Sons,Finance,East,2024-04-15,11920150.69,8090068.067381857,Infrastructure Development,2,7.34,13967345.54,638,Medium,7.98,18025709.87,-3.69,Approved,RM5711,Risk,Origination Data,Origination Data
APP100192,ORG28288,"Ramirez, Stevens and Zhang",IT Services,West,2024-04-15,34851599.41,25447999.054858048,R&D Investment,2,13.84,28200937.48,404,Critical,5.02,92182811.09,9.65,Rejected,RM4196,Risk,Origination Data,Origination Data
APP100193,ORG25275,Stewart Inc,IT Services,South,2024-02-13,13144430.56,10782524.271042075,Business Expansion,1,7.77,14734161.36,876,Low,3.61,30634843.02,2.77,Approved,RM8640,Risk,Origination Data,Origination Data
APP100194,ORG23760,Klein Inc,Transport,Central,2024-01-08,19544568.04,15911384.972971465,Debt Refinancing,8,7.57,26857269.28,792,Low,3.64,44508040.39,32.2,Approved,RM1552,Risk,Origination Data,Origination Data
APP100195,ORG27678,Torres-James,Real Estate,East,2025-02-21,42840898.31,28267588.63480514,Infrastructure Development,12,4.8,28989663.27,773,Low,8.29,15565127.23,7.36,Approved,RM8655,Risk,Origination Data,Origination Data
APP100196,ORG25677,Johnson-Smith,Hospitality,South,2025-08-08,34809274.32,30878477.049270973,R&D Investment,8,14.29,26252899.54,704,Medium,5.69,49312567.14,35.94,Approved,RM4807,Risk,Origination Data,Origination Data
APP100197,ORG25285,Collins-Osborne,Finance,Central,2024-08-28,30343251.96,24564172.073118307,Debt Refinancing,5,8.55,38516423.87,450,Critical,9.39,73760961.71,-2.64,Pending,RM7805,Risk,Origination Data,Origination Data
APP100198,ORG21980,Hughes Inc,Retail,South,2024-09-14,46051113.61,43402282.81377712,Equipment Purchase,1,11.65,62954421.09,403,Critical,1.34,18397882.87,33.6,Approved,RM8936,Risk,Origination Data,Origination Data
APP100199,ORG21195,"Willis, Freeman and Brown",Finance,East,2025-06-22,9361241.3,6303619.817762639,Business Expansion,5,5.98,9694375.6,399,Critical,7.59,57098276.19,2.38,Pending,RM2145,Risk,Origination Data,Origination Data
APP100200,ORG20489,Hunter Inc,Hospitality,East,2025-03-04,18857587.26,17438812.054262742,Debt Refinancing,12,6.17,14180060.21,758,Low,6.69,38999477.28,11.06,Rejected,RM6134,Risk,Origination Data,Origination Data
APP100201,ORG24037,Smith-Owen,Telecommunications,West,2025-01-24,27216821.61,25454872.401703294,Equipment Purchase,9,7.55,21823995.78,512,High,9.93,65144222.27,22.46,Rejected,RM2155,Risk,Origination Data,Origination Data
APP100202,ORG20550,George-Bishop,Construction,South,2025-04-12,9248743.72,0.0,Infrastructure Development,7,5.13,6204834.54,486,High,7.61,47627323.39,9.56,Rejected,RM5464,Risk,Origination Data,Origination Data
APP100203,ORG21191,Winters Inc,Hospitality,West,2025-08-01,6400213.82,5159808.021998368,R&D Investment,10,13.09,4292923.26,686,Medium,9.91,43263672.96,17.92,Approved,RM8740,Risk,Origination Data,Origination Data
APP100204,ORG26403,Gonzales Ltd,Healthcare,West,2024-02-01,17831845.39,13774850.766297055,Working Capital,8,10.74,20964635.79,826,Low,3.0,74181441.07,-5.33,Rejected,RM7030,Risk,Origination Data,Origination Data
APP100205,ORG28438,Mclaughlin-Norman,Construction,South,2025-05-16,3651152.2,2274700.7027155,Business Expansion,10,12.55,3794681.04,587,High,9.79,88176483.0,-4.44,Pending,RM7537,Risk,Origination Data,Origination Data
APP100206,ORG20611,Byrd-Townsend,Finance,Central,2024-07-16,14540343.97,13440507.345071793,Business Expansion,6,13.19,9477933.76,544,High,4.32,77638341.23,34.94,Approved,RM8647,Risk,Origination Data,Origination Data
APP100207,ORG25784,Dunn Ltd,Healthcare,East,2024-05-06,31320536.02,25193799.815862995,Equipment Purchase,8,9.99,16765605.9,628,Medium,7.71,33455089.69,11.18,Pending,RM2283,Risk,Origination Data,Origination Data
APP100208,ORG27609,Calderon-Cruz,IT Services,East,2024-07-21,2593320.97,2195811.9206457133,Debt Refinancing,13,10.17,2294510.71,412,Critical,2.87,35042249.8,28.91,Rejected,RM8597,Risk,Origination Data,Origination Data
APP100209,ORG21155,"Briggs, Garcia and Martin",Finance,South,2024-03-06,2447264.39,2336975.457470345,Infrastructure Development,11,11.33,3222659.32,480,High,5.13,77594435.44,24.61,Rejected,RM1414,Risk,Origination Data,Origination Data
APP100210,ORG21816,Collins-Sexton,Telecommunications,East,2025-01-04,45752181.48,27968004.261634998,Infrastructure Development,11,5.71,39830665.05,579,High,6.73,1074394.24,0.8,Pending,RM9145,Risk,Origination Data,Origination Data
APP100211,ORG21727,Salazar-Erickson,Hospitality,East,2024-05-17,22788025.5,0.0,R&D Investment,6,14.46,30794563.57,467,High,1.21,42026849.97,-4.62,Approved,RM6346,Risk,Origination Data,Origination Data
APP100212,ORG29109,Fritz-Walker,Hospitality,North,2025-01-03,27904016.43,23641151.793241583,Working Capital,4,6.36,38983679.4,689,Medium,1.33,41749762.31,37.46,Rejected,RM5652,Risk,Origination Data,Origination Data
APP100213,ORG27231,Flores PLC,Transport,East,2025-01-18,861265.82,686005.6341573751,Infrastructure Development,8,10.36,676091.6,710,Medium,3.19,96247488.78,15.17,Approved,RM2428,Risk,Origination Data,Origination Data
APP100214,ORG26813,Lee PLC,Hospitality,East,2025-08-28,41762813.75,40730983.314947955,Equipment Purchase,4,6.58,41755291.32,660,Medium,9.18,90525582.88,-4.72,Approved,RM4283,Risk,Origination Data,Origination Data
APP100215,ORG20564,Foster-Williams,Transport,West,2024-05-08,20761112.29,12616295.052898778,Business Expansion,12,8.1,19575769.4,816,Low,8.15,42858247.42,-1.75,Rejected,RM5102,Risk,Origination Data,Origination Data
APP100216,ORG25197,Jackson Ltd,Manufacturing,East,2024-03-12,40370927.35,34205572.74037361,Infrastructure Development,10,7.23,42893469.68,679,Medium,2.71,81278316.7,22.27,Approved,RM5204,Risk,Origination Data,Origination Data
APP100217,ORG29256,"Sharp, Fox and Thomas",Finance,East,2025-02-20,8346571.59,5637673.323040736,R&D Investment,12,8.1,6234582.11,432,Critical,7.66,18526485.43,22.11,Rejected,RM9971,Risk,Origination Data,Origination Data
APP100218,ORG23927,Wilkerson-Martinez,Transport,East,2024-02-18,20091172.74,12549138.373230608,R&D Investment,11,9.54,24340566.08,643,Medium,9.84,89278192.16,38.79,Rejected,RM1651,Risk,Origination Data,Origination Data
APP100219,ORG20532,White Inc,Real Estate,Central,2024-05-30,25158659.96,20719461.80919276,R&D Investment,9,4.77,20781119.93,763,Low,8.85,79590634.11,15.02,Approved,RM4388,Risk,Origination Data,Origination Data
APP100220,ORG20863,Phillips-Davis,Manufacturing,North,2024-02-25,43443056.77,31460338.369334467,Working Capital,9,8.86,50624982.93,643,Medium,1.77,13796168.88,38.82,Approved,RM2079,Risk,Origination Data,Origination Data
APP100221,ORG27981,"Chung, Frederick and Monroe",Finance,East,2025-02-10,11107907.43,0.0,Infrastructure Development,15,7.43,11972340.26,370,Critical,5.99,23656245.71,15.49,Pending,RM9926,Risk,Origination Data,Origination Data
APP100222,ORG28068,Davies PLC,Construction,East,2024-03-20,10517990.13,8070804.342519695,Business Expansion,9,8.14,11775582.2,605,Medium,6.31,64428150.1,37.53,Pending,RM9463,Risk,Origination Data,Origination Data
APP100223,ORG23255,"Jimenez, Wright and Frazier",Construction,West,2025-02-12,6151986.78,5691602.12416846,Infrastructure Development,2,13.99,4586476.07,725,Medium,8.06,98195423.65,15.98,Rejected,RM7768,Risk,Origination Data,Origination Data
APP100224,ORG29431,Conner Group,IT Services,North,2024-03-06,15614587.65,10582526.548366105,R&D Investment,3,4.76,11940335.0,392,Critical,6.43,85208761.67,38.42,Rejected,RM8832,Risk,Origination Data,Origination Data
APP100225,ORG24315,Chung-Wood,Transport,North,2024-12-08,10785210.83,6920241.780261955,Working Capital,2,12.14,14507404.53,492,High,1.36,57411692.28,25.71,Approved,RM3263,Risk,Origination Data,Origination Data
APP100226,ORG21877,King-Cruz,Construction,North,2024-10-20,43499751.83,0.0,Working Capital,2,8.26,31683956.31,308,Critical,4.14,78989810.11,5.34,Pending,RM5731,Risk,Origination Data,Origination Data
APP100227,ORG23400,Shepherd-Knight,Finance,West,2024-09-25,41325395.84,30176625.31815722,Working Capital,8,6.41,42766371.63,726,Medium,6.96,46462110.77,26.61,Rejected,RM6864,Risk,Origination Data,Origination Data
APP100228,ORG23867,Wilcox-Tran,Construction,North,2024-09-13,23077429.32,14893608.150433179,Working Capital,6,11.67,33215876.65,348,Critical,1.89,50787780.88,28.69,Approved,RM9995,Risk,Origination Data,Origination Data
APP100229,ORG24097,"Chavez, Rodriguez and Brandt",Retail,Central,2024-06-13,20620283.13,17559300.269221604,Business Expansion,12,12.51,17528858.85,517,High,7.42,52606855.5,15.51,Pending,RM7753,Risk,Origination Data,Origination Data
APP100230,ORG29473,Velazquez-Garcia,Finance,North,2023-11-14,14819655.27,0.0,R&D Investment,1,9.01,9540355.79,659,Medium,7.25,59707305.68,29.58,Rejected,RM7962,Risk,Origination Data,Origination Data
APP100231,ORG26273,"Williams, Banks and Hunt",Telecommunications,Central,2025-03-18,32163864.96,30043145.92260799,Working Capital,10,13.58,31024156.3,627,Medium,3.33,89891912.19,3.16,Pending,RM7937,Risk,Origination Data,Origination Data
APP100232,ORG29227,Ward-Glenn,Retail,South,2024-08-17,25298220.79,25278919.70373336,Equipment Purchase,3,8.6,18382511.37,887,Low,9.96,94539277.16,10.09,Rejected,RM1501,Risk,Origination Data,Origination Data
APP100233,ORG29060,Sanchez LLC,Construction,Central,2024-04-29,45659393.29,27690233.779331278,Equipment Purchase,10,4.94,63174059.01,389,Critical,4.8,83055637.87,-3.6,Pending,RM1565,Risk,Origination Data,Origination Data
APP100234,ORG26484,Odonnell-Mercado,Transport,South,2024-12-10,46792355.3,32927342.85384847,Debt Refinancing,13,5.81,65520299.39,541,High,1.74,83557443.85,1.22,Approved,RM8374,Risk,Origination Data,Origination Data
APP100235,ORG29746,Ward and Sons,Hospitality,South,2025-07-03,35392770.63,0.0,Debt Refinancing,13,13.69,35048968.2,818,Low,2.78,31388588.26,-5.49,Rejected,RM7521,Risk,Origination Data,Origination Data
APP100236,ORG26941,Randall and Sons,Transport,West,2024-10-07,23181133.45,22721398.353153963,Debt Refinancing,4,8.28,17785911.98,770,Low,5.53,25190329.08,-8.01,Rejected,RM1357,Risk,Origination Data,Origination Data
APP100237,ORG28734,Donovan-Reeves,Construction,West,2023-12-12,3064228.68,2876090.0284207608,Infrastructure Development,9,7.27,3415955.69,627,Medium,5.49,82144320.49,18.15,Approved,RM9437,Risk,Origination Data,Origination Data
APP100238,ORG29946,"Swanson, Holden and Rose",Manufacturing,North,2024-02-07,37287113.02,23648703.50513128,Equipment Purchase,1,8.03,50227805.61,806,Low,1.62,70373929.74,15.6,Rejected,RM3898,Risk,Origination Data,Origination Data
APP100239,ORG29861,Thomas-Black,IT Services,South,2024-08-22,19517696.73,15080655.199149666,R&D Investment,9,5.53,13870676.58,504,High,6.86,16838940.75,37.47,Pending,RM7928,Risk,Origination Data,Origination Data
